IATA,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Time Zone
VGD,Vologda Airport,Vologda,Russia,59.28250122,39.94440079,387,3,N,Europe/Moscow
-,Severo-Evensk Airport,Evensk,Russia,61.92166519,159.2299957,0,11,N,Asia/Srednekolymsk
ONK,Olenyok Airport,Olenyok,Russia,68.514999,112.480003,847,9,N,Asia/Yakutsk
SYS,Saskylakh Airport,Saskylakh,Russia,71.92790222,114.0800018,0,9,N,Asia/Yakutsk
LDG,Leshukonskoye Airport,Arkhangelsk,Russia,64.89600372,45.72299957,220,3,N,Europe/Moscow
-,Nizhneangarsk Airport,Nizhneangarsk,Russia,55.80080032,109.5950012,1545,8,N,Asia/Irkutsk
-,Vanavara Airport,Vanavara,Russia,60.35969925,102.3239975,892,7,N,Asia/Krasnoyarsk
-,Aykhal Airport,Aykhal,Russia,65.959198,111.5465012,0,9,N,Asia/Yakutsk
-,Uktus Airport,Yekaterinburg,Russia,56.7016983,60.79000092,643,5,N,Asia/Yekaterinburg
-,Baykit Airport,Baykit,Russia,61.67670059,96.35500336,853,7,N,Asia/Krasnoyarsk
-,Biysk Airport,Biysk,Russia,52.47999954,85.33999634,620,7,N,Asia/Krasnoyarsk
HSK,Huesca/Pirineos Airport,Huesca,Spain,42.0760994,-0.316666991,1768,1,U,Europe/Madrid
CQM,Ciudad Real Central Airport,Ciudad Real,Spain,38.85638889,-3.97,0,1,U,Europe/Madrid
NJF,Al Najaf International Airport,Najaf,Iraq,31.989853,44.404317,103,3,U,Asia/Baghdad
CSA,Colonsay Airstrip,Colonsay,United Kingdom,56.05749893,-6.243060112,44,0,U,Europe/London
RKH,Rock Hill - York County Airport,Rock Hill,United States,34.9878006,-81.05719757,666,-5,A,America/New_York
AGC,Allegheny County Airport,Pittsburgh,United States,40.35440063,-79.93019867,1252,-5,A,America/New_York
VQQ,Cecil Airport,Jacksonville,United States,30.21870041,-81.87670136,81,-5,A,America/New_York
FTY,Fulton County Airport Brown Field,Atlanta,United States,33.77909851,-84.52140045,841,-5,A,America/New_York
-,Tresco Heliport,Tresco,United Kingdom,49.9455986,-6.331389904,20,0,U,Europe/London
TII,Tarin Kowt Airport,Tarin Kowt,Afghanistan,32.60419846,65.86579895,4429,4.5,U,Asia/Kabul
ZAJ,Zaranj Airport,Zaranj,Afghanistan,30.972222,61.865833,1572,4.5,U,Asia/Kabul
CCN,Chakcharan Airport,Chaghcharan,Afghanistan,34.53300095,65.26699829,7383,4.5,U,Asia/Kabul
FUG,Fuyang Xiguan Airport,Fuyang,China,32.882157,115.734364,104,8,U,Asia/Shanghai
LCX,Longyan Guanzhishan Airport,Longyan,China,25.67469978,116.7470016,1225,8,U,Asia/Shanghai
BSD,Baoshan Yunduan Airport,Baoshan,China,25.053301,99.168297,5453,8,U,Asia/Shanghai
ACX,Xingyi Airport,Xingyi,China,25.08638889,104.9594444,4150,8,U,Asia/Shanghai
HZH,Liping Airport,Liping,China,26.32217,109.1499,1620,8,U,Asia/Shanghai
-,Stepanakert Air Base,Stepanakert,Azerbaijan,39.90140152,46.78699875,2001,4,E,Asia/Baku
OSU,The Ohio State University Airport - Don Scott Field,Columbus,United States,40.0798,-83.072998,905,-5,U,America/New_York
ADS,Addison Airport,Addison,United States,32.96860123,-96.83640289,644,-6,A,America/Chicago
DSI,Destin Executive Airport,Destin,United States,30.40010071,-86.47149658,23,-6,A,America/Chicago
KHE,Kherson International Airport,Kherson,Ukraine,46.6758,32.506401,148,2,E,Europe/Kiev
SZS,Ryan's Creek Aerodrome,Stewart Island,New Zealand,-46.8997,168.100998,62,12,U,Pacific/Auckland
-,Assumption Island Airport,Assumption Island,Seychelles,-9.742219999,46.506802,10,4,U,Indian/Mahe
HJJ,Zhijiang Airport,Zhijiang,China,27.44111111,109.7,882,8,U,Asia/Shanghai
YQI,Yarmouth Airport,Yarmouth,Canada,43.82690048,-66.08809662,141,-4,A,America/Halifax
ISO,Kinston Regional Jetport At Stallings Field,Kinston,United States,35.33140183,-77.6088028,93,-5,A,America/New_York
FFA,First Flight Airport,Kill Devil Hills,United States,36.01819992,-75.6713028,13,-5,A,America/New_York
LNJ,Lintsang Airfield,Lincang,China,23.73810005,100.0250015,6230,8,U,Asia/Shanghai
-,Maturacá Airport,Maturaca,Brazil,0.628269017,-66.11509705,354,-4,S,America/Boa_Vista
CKS,Carajás Airport,Parauapebas,Brazil,-6.115277767,-50.00138855,2064,-3,S,America/Belem
-,Centro de Lançamento de Alcântara Airport,Alcantara,Brazil,-2.372999907,-44.39640045,148,-3,S,America/Fortaleza
MWK,Tarempa Airport,Anambas Islands,Indonesia,3.348119974,106.2580032,10,7,N,Asia/Jakarta
-,Würzburg-Schenkenturm Airport,Wuerzburg,Germany,49.81778,9.8975,991,1,E,Europe/Berlin
-,São Jacinto Airport,Aveiro,Portugal,40.656741,-8.741544,26,0,E,Europe/Lisbon
-,Hopsten Air Base,Hopsten,Germany,52.33869934,7.541329861,423,1,E,Europe/Berlin
PGU,Persian Gulf International Airport,Khalije Fars,Iran,27.379601,52.737701,27,3.5,U,Asia/Tehran
YES,Yasouj Airport,Yasuj,Iran,30.70050049,51.54510117,5939,3.5,U,Asia/Tehran
OSM,Mosul International Airport,Mosul,Iraq,36.305801,43.1474,719,3,U,Asia/Baghdad
TJH,Tajima Airport,Toyooka,Japan,35.51279831,134.7870026,584,9,U,Asia/Tokyo
AXJ,Amakusa Airport,Amakusa,Japan,32.482498,130.158997,340,9,U,Asia/Tokyo
KKX,Kikai Airport,Kikai,Japan,28.32130051,129.9279938,21,9,U,Asia/Tokyo
AGJ,Aguni Airport,Aguni,Japan,26.59250069,127.2409973,38,9,U,Asia/Tokyo
ULZ,Donoi Airport,Uliastai,Mongolia,47.7093,96.5258,5800,8,U,Asia/Ulaanbaatar
UGA,Bulgan Airport,Bulgan,Mongolia,48.85499954,103.4759979,4311,8,U,Asia/Ulaanbaatar
ULO,Ulaangom Airport,Ulaangom,Mongolia,50.066588,91.938273,0,7,U,Asia/Hovd
-,Borongan Airport,Borongan,Philippines,11.67430019,125.4789963,7,8,N,Asia/Manila
LBX,Lubang Airport,Lubang,Philippines,13.85540009,120.1050034,43,8,N,Asia/Manila
TJU,Kulob Airport,Kulyab,Tajikistan,37.98809814,69.80500031,2293,5,U,Asia/Dushanbe
CMJ,Chi Mei Airport,Cimei,Taiwan,23.21310043,119.4179993,63,8,U,Asia/Taipei
TAZ,Daşoguz Airport,Dasoguz,Turkmenistan,41.761101,59.826698,272,5,U,Asia/Ashgabat
BWB,Barrow Island Airport,Barrow Island,Australia,-20.86440086,115.4059982,26,8,U,Australia/Perth
DRB,Derby Airport,Derby,Australia,-17.37000084,123.6610031,24,8,U,Australia/Perth
WGE,Walgett Airport,Walgett,Australia,-30.03280067,148.1260071,439,10,U,Australia/Sydney
BRT,Bathurst Island Airport,Bathurst Island,Australia,-11.76920033,130.6199951,67,9.5,U,Australia/Darwin
DKI,Dunk Island Airport,Dunk Island,Australia,-17.94169998,146.1399994,6,10,U,Australia/Brisbane
LZR,Lizard Island Airport,Lizard Island,Australia,-14.673273,145.454571,70,10,O,Australia/Brisbane
HLT,Hamilton Airport,Hamilton,Australia,-37.64889908,142.0650024,803,10,O,Australia/Hobart
HCQ,Halls Creek Airport,Halls Creek,Australia,-18.23390007,127.6699982,1346,8,U,Australia/Perth
FIZ,Fitzroy Crossing Airport,Fitzroy Crossing,Australia,-18.18190002,125.5589981,368,8,U,Australia/Perth
RVT,Ravensthorpe Airport,Ravensthorpe,Australia,-33.79719925,120.2080002,197,8,U,Australia/Perth
-,Wilkins Runway,Budd Coast,Antarctica,-66.690833,111.523611,2529,12,U,Antarctica/South_Pole
PVU,Provo Municipal Airport,Provo,United States,40.21920013,-111.7229996,4497,-7,A,America/Denver
SBS,Steamboat Springs Bob Adams Field,Steamboat Springs,United States,40.5163002,-106.8659973,6882,-7,A,America/Denver
DTA,Delta Municipal Airport,Delta,United States,39.38059998,-112.5080032,4759,-7,A,America/Denver
-,Richfield Municipal Airport,Richfield,United States,38.7364006,-112.098999,5301,-7,A,America/Denver
PUC,Carbon County Regional/Buck Davis Field,Price,United States,39.61389923,-110.7509995,5957,-7,A,America/Denver
LAM,Los Alamos Airport,Los Alamos,United States,35.87979889,-106.2689972,7171,-7,A,America/Denver
HII,Lake Havasu City Airport,Lake Havasu City,United States,34.571098,-114.358002,783,-7,N,America/Phoenix
INW,Winslow Lindbergh Regional Airport,Winslow,United States,35.02190018,-110.7229996,4941,-7,N,America/Phoenix
DGL,Douglas Municipal Airport,Douglas,United States,31.34259987,-109.5059967,4173,-7,N,America/Phoenix
MZK,Marakei Airport,Marakei,Kiribati,2.058609962,173.2709961,10,12,U,Pacific/Tarawa
AEA,Abemama Atoll Airport,Abemama,Kiribati,0.490833014,173.8289948,8,12,U,Pacific/Tarawa
AAK,Buariki Airport,Buariki,Kiribati,0.185277998,173.6369934,0,10,U,-
KUC,Kuria Airport,Kuria,Kiribati,0.218611002,173.4420013,0,12,U,Pacific/Tarawa
AIS,Arorae Island Airport,Arorae,Kiribati,-2.616110086,176.8029938,0,12,U,Pacific/Tarawa
TMN,Tamana Island Airport,Tamana,Kiribati,-2.485830069,175.9700012,0,12,U,Pacific/Tarawa
BEZ,Beru Airport,Beru Island,Kiribati,-1.354719996,176.0070038,6,12,U,Pacific/Tarawa
NIG,Nikunau Airport,Nikunau,Kiribati,-1.314440012,176.4100037,6,12,U,Pacific/Tarawa
BBG,Butaritari Atoll Airport,Butaritari,Kiribati,3.08583,172.811005,5,12,U,Pacific/Tarawa
MTK,Makin Island Airport,Makin,Kiribati,3.374439955,172.9920044,0,12,U,Pacific/Tarawa
MNK,Maiana Airport,Maiana,Kiribati,1.003610015,173.0310059,8,12,U,Pacific/Tarawa
NON,Nonouti Airport,Nonouti,Kiribati,-0.63972199,174.4279938,10,12,U,Pacific/Tarawa
TSU,Tabiteuea South Airport,Tabiteuea,Kiribati,-1.474439979,175.0639954,0,12,U,Pacific/Tarawa
WTZ,Whitianga Airport,Whitianga,New Zealand,-36.83169937,175.6790009,10,12,U,Pacific/Auckland
KTF,Takaka Airport,Takaka,New Zealand,-40.81330109,172.7749939,102,12,U,Pacific/Auckland
AFT,Afutara Aerodrome,Afutara,Solomon Islands,-9.191388889,160.9486111,23,11,U,Pacific/Guadalcanal
RNA,Ulawa Airport,Ulawa,Solomon Islands,-9.860543583,161.9795465,40,11,U,Pacific/Guadalcanal
CHY,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,-6.711944,156.396111,0,11,U,Pacific/Guadalcanal
NNB,Santa Ana Airport,Santa Ana,Solomon Islands,-10.847994,162.454108,3,11,U,Pacific/Guadalcanal
XYA,Yandina Airport,Yandina,Solomon Islands,-9.092816,159.21841,60,11,U,Pacific/Guadalcanal
BPF,Batuna Aerodrome,Batuna,Solomon Islands,-8.562027778,158.1193056,24,11,U,Pacific/Guadalcanal
BOW,Bartow Municipal Airport,Bartow,United States,27.94339943,-81.78340149,125,-5,U,America/New_York
-,Dyagilevo Air Base,Kostroma,Russia,54.6446991,39.57040024,440,3,N,Europe/Moscow
FTI,Fitiuta Airport,Fiti\'uta,American Samoa,-14.2172,-169.425003,110,-11,U,Pacific/Pago_Pago
LVK,Livermore Municipal Airport,Livermore,United States,37.69340134,-121.8199997,400,-8,A,America/Los_Angeles
RMY,Mariposa Yosemite Airport,Mariposa,United States,37.51089859,-120.0400009,2254,-8,A,America/Los_Angeles
GFY,Grootfontein Airport,Grootfontein,Namibia,-19.60219955,18.12269974,4636,1,S,Africa/Windhoek
NDU,Rundu Airport,Rundu,Namibia,-17.9564991,19.71940041,3627,1,S,Africa/Windhoek
-,Tasiilaq Heliport,Angmagssalik,Greenland,65.612296,-37.618335,24,-3,U,America/Godthab
TRM,Jacqueline Cochran Regional Airport,Palm Springs,United States,33.62670135,-116.1600037,-115,-8,A,America/Los_Angeles
SMO,Santa Monica Municipal Airport,Santa Monica,United States,34.01580048,-118.4509964,177,-8,A,America/Los_Angeles
UDD,Bermuda Dunes Airport,Palm Springs,United States,33.74840164,-116.2750015,73,-8,A,America/Los_Angeles
SCF,Scottsdale Airport,Scottsdale,United States,33.6228981,-111.9110031,1510,-7,A,America/Phoenix
OLM,Olympia Regional Airport,Olympia,United States,46.9693985,-122.9029999,209,-8,A,America/Los_Angeles
-,Yolo County Davis Woodland Winters Airport,Davis-Woodland-Winters,United States,38.57910156,-121.8570023,100,-8,A,America/Los_Angeles
RIL,Garfield County Regional Airport,Rifle,United States,39.526299,-107.726997,5548,-7,A,America/Denver
SAA,Shively Field,SARATOGA,United States,41.444901,-106.823997,7012,-7,A,America/Denver
PDK,DeKalb Peachtree Airport,Atlanta,United States,33.87559891,-84.30200195,1003,-5,A,America/New_York
BMG,Monroe County Airport,Bloomington,United States,39.14599991,-86.61669922,846,-5,A,America/New_York
SUA,Witham Field,Stuart,United States,27.18169975,-80.22109985,16,-5,A,America/New_York
MMU,Morristown Municipal Airport,Morristown,United States,40.79940033,-74.41490173,187,-5,A,America/New_York
APC,Napa County Airport,Napa,United States,38.2132,-122.280998,35,-8,A,America/Los_Angeles
SDM,Brown Field Municipal Airport,San Diego,United States,32.57229996,-116.9800034,526,-8,A,America/Los_Angeles
-,Wangen-Lachen Airport,Wangen-Lachen,Switzerland,47.2047,8.8675,1335,1,U,Europe/Zurich
VNC,Venice Municipal Airport,Venice,United States,27.07159996,-82.44029999,18,-5,A,America/New_York
PHK,Palm Beach County Glades Airport,Pahokee,United States,26.78499985,-80.69339752,16,-5,A,America/New_York
ECP,Northwest Florida Beaches International Airport,Panama City,United States,30.357106,-85.795414,69,-6,A,America/Chicago
SBD,San Bernardino International Airport,San Bernardino,United States,34.09540176,-117.2350006,1159,-8,A,America/Los_Angeles
VAL,Valença Airport,Valenca,Brazil,-13.2965,-38.992401,21,-3,S,America/Fortaleza
CAU,Caruaru Airport,Caruaru,Brazil,-8.282389641,-36.01350021,1891,-3,S,America/Fortaleza
AWK,Wake Island Airfield,Wake island,Wake Island,19.28210068,166.6360016,14,-10,U,Pacific/Johnston
QNV,Aeroclube Airport,Nova Iguacu,Brazil,-22.74530029,-43.46030045,164,-3,S,America/Sao_Paulo
SQL,San Carlos Airport,San Carlos,United States,37.51190186,-122.25,5,-8,A,America/Los_Angeles
-,Courtelary Airport,Courtelary ,Switzerland,47.18360138,7.090829849,2247,1,E,Europe/Zurich
-,Lotnisko Korne,Koszalin,Poland,54.129583,17.844972,515,1,E,Europe/Warsaw
-,Camp Okavango Airport,Okavango Delta,Botswana,-19.131115,23.102505,3158,2,U,Africa/Gaborone
RWI,Rocky Mount Wilson Regional Airport,Rocky Mount,United States,35.85630035,-77.89189911,159,-5,A,America/New_York
-,Whittier Airport,Whittier,United States,60.77719879,-148.7220001,30,-9,U,America/Anchorage
SXQ,Soldotna Airport,Soldotna,United States,60.47570038,-151.0339966,113,-9,U,America/Anchorage
SEE,Gillespie Field,El Cajon,United States,32.82619858,-116.9720001,388,-8,A,America/Los_Angeles
-,San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,United States,33.02270126,-118.5879974,184,-8,A,America/Los_Angeles
PHA,Phan Rang Airport,Phan Rang,Vietnam,11.6335001,108.9520035,101,7,N,Asia/Saigon
SQH,Na-San Airport,Son-La,Vietnam,21.21699905,104.0329971,2133,7,N,Asia/Saigon
TKF,Truckee Tahoe Airport,Truckee,United States,39.31999969,-120.1399994,5900,-8,A,America/Los_Angeles
FRJ,Fréjus Airport,Frejus,France,43.4175,6.7357,33,1,E,Europe/Paris
GEX,Geelong Airport,Geelong,Australia,-38.22499847,144.3329926,43,10,O,Australia/Hobart
-,Mezen Airport,Mezen,Russia,65.87833405,44.21500015,46,3,N,Europe/Moscow
-,Vaskovo Airport,Arkhangelsk,Russia,64.4417038,40.42169952,82,3,N,Europe/Moscow
-,Cobb County-Mc Collum Field,Atlanta,United States,34.01319885,-84.59860229,1040,-5,A,America/New_York
-,Brumowski  Air Base,Tulln,Austria,48.3167,16.116699,574,1,U,Europe/Vienna
-,Dell Flight Strip,Dell,United States,44.7356987,-112.7200012,6007,-7,A,America/Denver
LVM,Mission Field,Livingston-Montana,United States,45.69940186,-110.447998,4660,-7,A,America/Denver
-,Big Timber Airport,Big Timber,United States,45.8064003,-109.9810028,4492,-7,A,America/Denver
-,Tulip City Airport,Holland,United States,42.74290085,-86.10739899,698,-5,A,America/New_York
-,London Heliport,London,United Kingdom,51.46972275,-0.179444,18,0,E,Europe/London
-,Venice-Lido Airport,Venice,Italy,45.428299,12.3881,13,1,E,Europe/Rome
-,Tallinn Linnahall Heliport,Tallinn,Estonia,59.44861984,24.75322723,23,2,E,Europe/Tallinn
-,Hernesaari Heliport,Helsinki,Finland,60.14777756,24.9244442,7,2,E,Europe/Helsinki
-,Linkenheim Airport,Linkenheim,Germany,49.14166641,8.394721985,325,1,E,Europe/Berlin
GMV,Monument Valley Airport,Monument Valley,United States,37.01670074,-110.2009964,5192,-7,U,America/Denver
-,Hilversum Airfield,Hilversum,Netherlands,52.191898,5.14694,3,1,E,Europe/Amsterdam
JRA,West 30th St. Heliport,New York,United States,40.754501,-74.007103,7,-5,A,America/New_York
-,Texel Airfield,Texel,Netherlands,53.115299,4.83361,2,1,E,Europe/Amsterdam
-,La Cerdanya Airport,Das i Fontanals de Cerdanya,Spain,42.38639832,1.866670012,3586,1,E,Europe/Madrid
LAL,Lakeland Linder International Airport,Lakeland,United States,27.988899,-82.018602,142,-5,A,America/New_York
-,Stary Oskol Airport,Stary Oskol,Russia,51.329216,37.76884842,791,3,N,Europe/Moscow
SYH,Syangboche Airport,Syangboche,Nepal,27.8112,86.7124,12400,5.75,N,Asia/Katmandu
-,Indianola Municipal Airport,New York,United States,33.485699,-90.678902,126,-6,A,America/Chicago
-,Cheremshanka Airport,Krasnoyarsk,Russia,56.17699814,92.54000092,0,7,N,Asia/Krasnoyarsk
RBK,French Valley Airport,Murrieta-Temecula,United States,33.57419968,-117.1279984,1350,-8,A,America/Los_Angeles
FNU,Oristano-Fenosu Airport,Oristano,Italy,39.895308,8.642661,36,1,E,Europe/Rome
-,White Waltham Airfield,Maidenhead,United Kingdom,51.50080109,-0.774443984,131,0,E,Europe/London
MYQ,Mysore Airport,Mysore,India,12.23,76.655833,2349,5.5,U,Asia/Calcutta
-,Carl R Keller Field,Port Clinton,United States,41.5163002,-82.86869812,590,-5,U,America/New_York
MGY,Dayton-Wright Brothers Airport,Dayton,United States,39.5890007,-84.22489929,957,-5,U,America/New_York
-,Richmond Municipal Airport,Richmond,United States,39.75719833,-84.84279633,1140,-5,U,America/New_York
FDY,Findlay Airport,Findley,United States,41.01350021,-83.66870117,813,-5,U,America/New_York
-,Burlington Executive,Burlington,Canada,43.44145315,-79.85010266,602,-5,A,America/Toronto
PEA,Penneshaw Airport,Penneshaw,Australia,-35.75584629,137.9628754,0,9.5,O,Australia/Adelaide
-,Engels heliport,Ebenhofen,Germany,51.21166611,4.580832958,33,1,E,Europe/Brussels
EMP,Emporia Municipal Airport,Kempten,Germany,38.33209991,-96.19120026,1208,-6,E,America/Chicago
-,Skå-Edeby Airport,Essen,Germany,59.3451004,17.7404995,0,1,E,Europe/Stockholm
HYC,Wycombe Air Park,Wycombe,United Kingdom,51.61169815,-0.80833298,515,0,E,Europe/London
BBP,Bembridge Airport,Bembridge,United Kingdom,50.67810059,-1.109439969,53,0,E,Europe/London
-,Waterville / Kings County Municipal Airport,Waterville,Canada,45.05189896,-64.65170288,119,-4,A,America/Halifax
SPF,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States,44.4803009,-103.7829971,3931,-7,A,America/Denver
-,Westkapelle heliport,Knokke,Belgium,51.32222366,3.293056011,10,1,U,Europe/Brussels
-,Redcliffe Airport,Rothwell,Australia,-27.20669937,153.0679932,2,10,U,Australia/Brisbane
QYD,Oksywie Military Air Base,Gdynia,Poland,54.57970047,18.51720047,144,1,E,Europe/Warsaw
-,Malbork Military Air Base,Malbork,Poland,54.02690125,19.13419914,16,1,E,Europe/Warsaw
-,Lask Military Air Base,Lask,Poland,51.55170059,19.17910004,633,1,E,Europe/Warsaw
-,Miroslawiec Military Air Base,Miroslawiec,Poland,53.39509964,16.08279991,459,1,E,Europe/Warsaw
-,Krzesiny Military Air Base,Poznan,Poland,52.33169937,16.96640015,265,1,E,Europe/Warsaw
OLV,Olive Branch Airport,Olive Branch,United States,34.97869873,-89.78690338,402,-6,A,America/Chicago
KNA,Viña del mar Airport,Vina del Mar,Chile,-32.9496,-71.4786,461,-4,S,America/Santiago
-,Brampton Airport,Brampton,Canada,43.76029968,-79.875,935,-5,A,America/Toronto
ONQ,Zonguldak Airport,Zonguldak,Turkey,41.50640106,32.08860016,39,3,E,Europe/Istanbul
BJC,Rocky Mountain Metropolitan Airport,Broomfield-CO,United States,39.90879822,-105.1169968,5673,-7,A,America/Denver
SLE,Salem Municipal Airport/McNary Field,Salem,United States,44.90950012,-123.0029984,214,-8,A,America/Los_Angeles
UTM,Tunica Municipal Airport,Tunica,United States,34.68099976,-90.34670258,194,-6,A,America/Chicago
-,Batken Airport,Batken,Kyrgyzstan,40.042899,70.83784,3517,6,E,Asia/Bishkek
ZKB,Kasaba Bay Airport,Kasaba Bay,Zambia,-8.524999619,30.66300011,2780,2,U,Africa/Lusaka
LND,Hunt Field,Lindau,Germany,42.81520081,-108.7300034,5586,-7,E,America/Denver
-,Hoogeveen Airfield,Hoogeveen,Netherlands,52.730801,6.51611,40,1,E,Europe/Amsterdam
-,Teuge Airport,Deventer,Netherlands,52.24470139,6.04666996,17,1,E,Europe/Amsterdam
-,Midden-Zeeland Airport,Middelburg,Netherlands,51.5121994,3.731110096,6,1,E,Europe/Amsterdam
-,Ameland Airfield,Ameland,Netherlands,53.451698,5.67722,11,1,E,Europe/Amsterdam
-,Saint-Cyr-l'École Airport,Saint-Cyr,France,48.81140137,2.074719906,371,1,E,Europe/Paris
MWC,Lawrence J Timmerman Airport,Milwaukee,United States,43.110401,-88.034401,745,-6,A,America/Chicago
JVL,Southern Wisconsin Regional Airport,Janesville,United States,42.62030029,-89.04160309,808,-6,A,America/Chicago
-,Mantsonyane Airport,Mantsonyane,Lesotho,-29.54610062,28.27099991,7100,2,U,Africa/Maseru
-,Arlington Municipal Airport,Arlington,United States,32.66389847,-97.09429932,628,-6,A,America/Chicago
LZU,Gwinnett County Briscoe Field,Lawrenceville,United States,33.97809982,-83.96240234,1061,-5,A,America/New_York
BWG,Bowling Green Warren County Regional Airport,Bowling Green,United States,36.96450043,-86.41970062,547,-6,A,America/Chicago
